"streams","stndErr","site","dp.name","term.name","location"
"NEON.D10.STER.DP0.00041.001.01728.002.507.000",0,"STER","Soil temperature","soilPRTResistance","Soil Plot 2, depth 7"
"NEON.D10.STER.DP0.00041.001.01728.002.508.000",0,"STER","Soil temperature","soilPRTResistance","Soil Plot 2, depth 8"
"NEON.D10.STER.DP0.00041.001.01728.002.509.000",0,"STER","Soil temperature","soilPRTResistance","Soil Plot 2, depth 9"
"NEON.D10.STER.DP0.00041.001.01728.003.501.000",0.016,"STER","Soil temperature","soilPRTResistance","Soil Plot 3, depth 1"
"NEON.D10.STER.DP0.00041.001.01728.003.502.000",0.011,"STER","Soil temperature","soilPRTResistance","Soil Plot 3, depth 2"
"NEON.D10.STER.DP0.00041.001.01728.003.503.000",0.005,"STER","Soil temperature","soilPRTResistance","Soil Plot 3, depth 3"
"NEON.D10.STER.DP0.00041.001.01728.003.504.000",0.002,"STER","Soil temperature","soilPRTResistance","Soil Plot 3, depth 4"
"NEON.D10.STER.DP0.00041.001.01728.003.505.000",0.001,"STER","Soil temperature","soilPRTResistance","Soil Plot 3, depth 5"
"NEON.D10.STER.DP0.00041.001.01728.003.506.000",0,"STER","Soil temperature","soilPRTResistance","Soil Plot 3, depth 6"
"NEON.D10.STER.DP0.00041.001.01728.003.507.000",0,"STER","Soil temperature","soilPRTResistance","Soil Plot 3, depth 7"
"NEON.D10.STER.DP0.00041.001.01728.003.508.000",0,"STER","Soil temperature","soilPRTResistance","Soil Plot 3, depth 8"
"NEON.D10.STER.DP0.00041.001.01728.003.509.000",0,"STER","Soil temperature","soilPRTResistance","Soil Plot 3, depth 9"
"NEON.D10.STER.DP0.00041.001.01728.004.501.000",0.012,"STER","Soil temperature","soilPRTResistance","Soil Plot 4, depth 1"
"NEON.D10.STER.DP0.00041.001.01728.004.502.000",0.009,"STER","Soil temperature","soilPRTResistance","Soil Plot 4, depth 2"
"NEON.D10.STER.DP0.00041.001.01728.004.503.000",0.005,"STER","Soil temperature","soilPRTResistance","Soil Plot 4, depth 3"
"NEON.D10.STER.DP0.00041.001.01728.004.504.000",0.002,"STER","Soil temperature","soilPRTResistance","Soil Plot 4, depth 4"
"NEON.D10.STER.DP0.00041.001.01728.004.505.000",0.001,"STER","Soil temperature","soilPRTResistance","Soil Plot 4, depth 5"
"NEON.D10.STER.DP0.00041.001.01728.004.506.000",0.001,"STER","Soil temperature","soilPRTResistance","Soil Plot 4, depth 6"
"NEON.D10.STER.DP0.00041.001.01728.004.507.000",0,"STER","Soil temperature","soilPRTResistance","Soil Plot 4, depth 7"
"NEON.D10.STER.DP0.00041.001.01728.004.508.000",0,"STER","Soil temperature","soilPRTResistance","Soil Plot 4, depth 8"
"NEON.D10.STER.DP0.00041.001.01728.004.509.000",0,"STER","Soil temperature","soilPRTResistance","Soil Plot 4, depth 9"
"NEON.D10.STER.DP0.00041.001.01728.005.501.000",0.015,"STER","Soil temperature","soilPRTResistance","Soil Plot 5, depth 1"
"NEON.D10.STER.DP0.00041.001.01728.005.502.000",0.011,"STER","Soil temperature","soilPRTResistance","Soil Plot 5, depth 2"
"NEON.D10.STER.DP0.00041.001.01728.005.503.000",0.005,"STER","Soil temperature","soilPRTResistance","Soil Plot 5, depth 3"
"NEON.D10.STER.DP0.00041.001.01728.005.504.000",0.003,"STER","Soil temperature","soilPRTResistance","Soil Plot 5, depth 4"
"NEON.D10.STER.DP0.00041.001.01728.005.505.000",0.001,"STER","Soil temperature","soilPRTResistance","Soil Plot 5, depth 5"
"NEON.D10.STER.DP0.00041.001.01728.005.506.000",0,"STER","Soil temperature","soilPRTResistance","Soil Plot 5, depth 6"
"NEON.D10.STER.DP0.00041.001.01728.005.507.000",0,"STER","Soil temperature","soilPRTResistance","Soil Plot 5, depth 7"
"NEON.D10.STER.DP0.00041.001.01728.005.508.000",0,"STER","Soil temperature","soilPRTResistance","Soil Plot 5, depth 8"
"NEON.D10.STER.DP0.00041.001.01728.005.509.000",0,"STER","Soil temperature","soilPRTResistance","Soil Plot 5, depth 9"
"NEON.D10.STER.DP0.00043.001.01331.000.040.000",NA,"STER","Spectral Sun Photometer - Calibrated Sky Radiances","spectralPhotometerK7","Tower Top"
"NEON.D10.STER.DP0.00066.001.01329.001.000.000",1.333,"STER","Photosynthetically active radiation (Quantum Line)","linePAR","Soil Plot 1"
"NEON.D10.STER.DP0.00066.001.01329.003.000.000",1.332,"STER","Photosynthetically active radiation (Quantum Line)","linePAR","Soil Plot 3"
"NEON.D10.STER.DP0.00066.001.01329.005.000.000",1.33,"STER","Photosynthetically active radiation (Quantum Line)","linePAR","Soil Plot 5"
"NEON.D10.STER.DP0.00094.001.02081.001.501.000",0.027,"STER","Soil water and salinity","rawVSWC0","Soil Plot 1, depth 1"
"NEON.D10.STER.DP0.00094.001.02081.002.501.000",0.026,"STER","Soil water and salinity","rawVSWC0","Soil Plot 2, depth 1"
"NEON.D10.STER.DP0.00094.001.02081.003.501.000",1.305,"STER","Soil water and salinity","rawVSWC0","Soil Plot 3, depth 1"
"NEON.D10.STER.DP0.00094.001.02081.004.501.000",0.029,"STER","Soil water and salinity","rawVSWC0","Soil Plot 4, depth 1"
"NEON.D10.STER.DP0.00094.001.02081.005.501.000",0.03,"STER","Soil water and salinity","rawVSWC0","Soil Plot 5, depth 1"
"NEON.D10.STER.DP0.00094.001.02082.001.501.000",0.019,"STER","Soil water and salinity","rawVSIC0","Soil Plot 1, depth 1"
"NEON.D10.STER.DP0.00094.001.02082.002.501.000",0.009,"STER","Soil water and salinity","rawVSIC0","Soil Plot 2, depth 1"
"NEON.D10.STER.DP0.00094.001.02082.003.501.000",0.05,"STER","Soil water and salinity","rawVSIC0","Soil Plot 3, depth 1"
"NEON.D10.STER.DP0.00094.001.02082.004.501.000",0.015,"STER","Soil water and salinity","rawVSIC0","Soil Plot 4, depth 1"
"NEON.D10.STER.DP0.00094.001.02082.005.501.000",0.023,"STER","Soil water and salinity","rawVSIC0","Soil Plot 5, depth 1"
"NEON.D10.STER.DP0.00094.001.02083.001.501.000",NA,"STER","Soil water and salinity","rawVSWC1","Soil Plot 1, depth 2"
"NEON.D10.STER.DP0.00094.001.02083.002.501.000",NA,"STER","Soil water and salinity","rawVSWC1","Soil Plot 2, depth 2"
"NEON.D10.STER.DP0.00094.001.02083.003.501.000",NA,"STER","Soil water and salinity","rawVSWC1","Soil Plot 3, depth 2"
"NEON.D10.STER.DP0.00094.001.02083.004.501.000",0.012,"STER","Soil water and salinity","rawVSWC1","Soil Plot 4, depth 2"
"NEON.D10.STER.DP0.00094.001.02083.005.501.000",0.016,"STER","Soil water and salinity","rawVSWC1","Soil Plot 5, depth 2"
"NEON.D10.STER.DP0.00094.001.02084.001.501.000",NA,"STER","Soil water and salinity","rawVSIC1","Soil Plot 1, depth 2"
"NEON.D10.STER.DP0.00094.001.02084.002.501.000",NA,"STER","Soil water and salinity","rawVSIC1","Soil Plot 2, depth 2"
"NEON.D10.STER.DP0.00094.001.02084.003.501.000",NA,"STER","Soil water and salinity","rawVSIC1","Soil Plot 3, depth 2"
"NEON.D10.STER.DP0.00094.001.02084.004.501.000",0.01,"STER","Soil water and salinity","rawVSIC1","Soil Plot 4, depth 2"
"NEON.D10.STER.DP0.00094.001.02084.005.501.000",0.004,"STER","Soil water and salinity","rawVSIC1","Soil Plot 5, depth 2"
"NEON.D10.STER.DP0.00094.001.02085.001.501.000",NA,"STER","Soil water and salinity","rawVSWC2","Soil Plot 1, depth 3"
"NEON.D10.STER.DP0.00094.001.02085.002.501.000",0.005,"STER","Soil water and salinity","rawVSWC2","Soil Plot 2, depth 3"
"NEON.D10.STER.DP0.00094.001.02085.003.501.000",NA,"STER","Soil water and salinity","rawVSWC2","Soil Plot 3, depth 3"
"NEON.D10.STER.DP0.00094.001.02085.004.501.000",0.005,"STER","Soil water and salinity","rawVSWC2","Soil Plot 4, depth 3"
"NEON.D10.STER.DP0.00094.001.02085.005.501.000",0.008,"STER","Soil water and salinity","rawVSWC2","Soil Plot 5, depth 3"
"NEON.D10.STER.DP0.00094.001.02086.001.501.000",NA,"STER","Soil water and salinity","rawVSIC2","Soil Plot 1, depth 3"
"NEON.D10.STER.DP0.00094.001.02086.002.501.000",0.003,"STER","Soil water and salinity","rawVSIC2","Soil Plot 2, depth 3"
"NEON.D10.STER.DP0.00094.001.02086.003.501.000",NA,"STER","Soil water and salinity","rawVSIC2","Soil Plot 3, depth 3"
"NEON.D10.STER.DP0.00094.001.02086.004.501.000",0.001,"STER","Soil water and salinity","rawVSIC2","Soil Plot 4, depth 3"
"NEON.D10.STER.DP0.00094.001.02086.005.501.000",0.005,"STER","Soil water and salinity","rawVSIC2","Soil Plot 5, depth 3"
"NEON.D10.STER.DP0.00094.001.02087.001.501.000",0.003,"STER","Soil water and salinity","rawVSWC3","Soil Plot 1, depth 4"
"NEON.D10.STER.DP0.00094.001.02087.002.501.000",NA,"STER","Soil water and salinity","rawVSWC3","Soil Plot 2, depth 4"
"NEON.D10.STER.DP0.00094.001.02087.003.501.000",0.006,"STER","Soil water and salinity","rawVSWC3","Soil Plot 3, depth 4"
"NEON.D10.STER.DP0.00094.001.02087.004.501.000",0.002,"STER","Soil water and salinity","rawVSWC3","Soil Plot 4, depth 4"
"NEON.D10.STER.DP0.00094.001.02087.005.501.000",0.005,"STER","Soil water and salinity","rawVSWC3","Soil Plot 5, depth 4"
"NEON.D10.STER.DP0.00094.001.02088.001.501.000",0.001,"STER","Soil water and salinity","rawVSIC3","Soil Plot 1, depth 4"
"NEON.D10.STER.DP0.00094.001.02088.002.501.000",NA,"STER","Soil water and salinity","rawVSIC3","Soil Plot 2, depth 4"
"NEON.D10.STER.DP0.00094.001.02088.003.501.000",0.005,"STER","Soil water and salinity","rawVSIC3","Soil Plot 3, depth 4"
"NEON.D10.STER.DP0.00094.001.02088.004.501.000",0.003,"STER","Soil water and salinity","rawVSIC3","Soil Plot 4, depth 4"
"NEON.D10.STER.DP0.00094.001.02088.005.501.000",0.004,"STER","Soil water and salinity","rawVSIC3","Soil Plot 5, depth 4"
"NEON.D10.STER.DP0.00094.001.02089.001.501.000",0.002,"STER","Soil water and salinity","rawVSWC4","Soil Plot 1, depth 5"
"NEON.D10.STER.DP0.00094.001.02089.002.501.000",NA,"STER","Soil water and salinity","rawVSWC4","Soil Plot 2, depth 5"
"NEON.D10.STER.DP0.00094.001.02089.003.501.000",0.001,"STER","Soil water and salinity","rawVSWC4","Soil Plot 3, depth 5"
"NEON.D10.STER.DP0.00094.001.02089.004.501.000",0.01,"STER","Soil water and salinity","rawVSWC4","Soil Plot 4, depth 5"
"NEON.D10.STER.DP0.00094.001.02089.005.501.000",0.002,"STER","Soil water and salinity","rawVSWC4","Soil Plot 5, depth 5"
"NEON.D10.STER.DP0.00094.001.02090.001.501.000",0.001,"STER","Soil water and salinity","rawVSIC4","Soil Plot 1, depth 5"
"NEON.D10.STER.DP0.00094.001.02090.002.501.000",NA,"STER","Soil water and salinity","rawVSIC4","Soil Plot 2, depth 5"
"NEON.D10.STER.DP0.00094.001.02090.003.501.000",0.003,"STER","Soil water and salinity","rawVSIC4","Soil Plot 3, depth 5"
"NEON.D10.STER.DP0.00094.001.02090.004.501.000",0.002,"STER","Soil water and salinity","rawVSIC4","Soil Plot 4, depth 5"
"NEON.D10.STER.DP0.00094.001.02090.005.501.000",0.003,"STER","Soil water and salinity","rawVSIC4","Soil Plot 5, depth 5"
"NEON.D10.STER.DP0.00094.001.02091.001.501.000",0.002,"STER","Soil water and salinity","rawVSWC5","Soil Plot 1, depth 6"
"NEON.D10.STER.DP0.00094.001.02091.002.501.000",NA,"STER","Soil water and salinity","rawVSWC5","Soil Plot 2, depth 6"
"NEON.D10.STER.DP0.00094.001.02091.003.501.000",0,"STER","Soil water and salinity","rawVSWC5","Soil Plot 3, depth 6"
"NEON.D10.STER.DP0.00094.001.02091.004.501.000",0.009,"STER","Soil water and salinity","rawVSWC5","Soil Plot 4, depth 6"
"NEON.D10.STER.DP0.00094.001.02091.005.501.000",0.002,"STER","Soil water and salinity","rawVSWC5","Soil Plot 5, depth 6"
"NEON.D10.STER.DP0.00094.001.02092.001.501.000",0.006,"STER","Soil water and salinity","rawVSIC5","Soil Plot 1, depth 6"
"NEON.D10.STER.DP0.00094.001.02092.002.501.000",NA,"STER","Soil water and salinity","rawVSIC5","Soil Plot 2, depth 6"
"NEON.D10.STER.DP0.00094.001.02092.003.501.000",0.005,"STER","Soil water and salinity","rawVSIC5","Soil Plot 3, depth 6"
"NEON.D10.STER.DP0.00094.001.02092.004.501.000",0.01,"STER","Soil water and salinity","rawVSIC5","Soil Plot 4, depth 6"
"NEON.D10.STER.DP0.00094.001.02092.005.501.000",0.278,"STER","Soil water and salinity","rawVSIC5","Soil Plot 5, depth 6"
"NEON.D10.STER.DP0.00094.001.02093.001.501.000",NA,"STER","Soil water and salinity","rawVSWC6","Soil Plot 1, depth 7"
"NEON.D10.STER.DP0.00094.001.02093.002.501.000",0,"STER","Soil water and salinity","rawVSWC6","Soil Plot 2, depth 7"
"NEON.D10.STER.DP0.00094.001.02093.003.501.000",0.17,"STER","Soil water and salinity","rawVSWC6","Soil Plot 3, depth 7"
"NEON.D10.STER.DP0.00094.001.02093.004.501.000",0.001,"STER","Soil water and salinity","rawVSWC6","Soil Plot 4, depth 7"
"NEON.D10.STER.DP0.00094.001.02093.005.501.000",0.001,"STER","Soil water and salinity","rawVSWC6","Soil Plot 5, depth 7"
"NEON.D10.STER.DP0.00094.001.02094.001.501.000",NA,"STER","Soil water and salinity","rawVSIC6","Soil Plot 1, depth 7"
"NEON.D10.STER.DP0.00094.001.02094.002.501.000",0.001,"STER","Soil water and salinity","rawVSIC6","Soil Plot 2, depth 7"
"NEON.D10.STER.DP0.00094.001.02094.003.501.000",0.024,"STER","Soil water and salinity","rawVSIC6","Soil Plot 3, depth 7"
