"streams","stndErr","site","dp.name","term.name","location"
"NEON.D14.JORN.DP0.00004.001.01311.000.035.000",0.001,"JORN","Barometric Pressure","rawBarometricPressure","Meas. Level 3.5"
"NEON.D14.JORN.DP0.00004.001.01312.000.035.000",0,"JORN","Barometric Pressure","sensorStatus","Meas. Level 3.5"
"NEON.D14.JORN.DP0.00005.001.01313.000.010.000",2.076,"JORN","IR Biological Temperature","infraredThermopileOutput","Meas. Level 1"
"NEON.D14.JORN.DP0.00005.001.01313.000.020.000",2.055,"JORN","IR Biological Temperature","infraredThermopileOutput","Meas. Level 2"
"NEON.D14.JORN.DP0.00005.001.01313.003.000.000",1.569,"JORN","IR Biological Temperature","infraredThermopileOutput","Soil Plot 3"
"NEON.D14.JORN.DP0.00005.001.01314.000.010.000",0.032,"JORN","IR Biological Temperature","sensorResistance","Meas. Level 1"
"NEON.D14.JORN.DP0.00005.001.01314.000.020.000",0.025,"JORN","IR Biological Temperature","sensorResistance","Meas. Level 2"
"NEON.D14.JORN.DP0.00005.001.01314.003.000.000",0.031,"JORN","IR Biological Temperature","sensorResistance","Soil Plot 3"
"NEON.D14.JORN.DP0.00006.001.01322.000.040.000",NA,"JORN","Precipitation","secPrecipBucketTips","Tower Top"
"NEON.D14.JORN.DP0.00006.001.01322.001.000.000",NA,"JORN","Precipitation","secPrecipBucketTips","Soil Plot 1"
"NEON.D14.JORN.DP0.00006.001.01322.002.000.000",NA,"JORN","Precipitation","secPrecipBucketTips","Soil Plot 2"
"NEON.D14.JORN.DP0.00006.001.01322.004.000.000",NA,"JORN","Precipitation","secPrecipBucketTips","Soil Plot 4"
"NEON.D14.JORN.DP0.00006.001.01322.005.000.000",NA,"JORN","Precipitation","secPrecipBucketTips","Soil Plot 5"
"NEON.D14.JORN.DP0.00006.001.01896.001.000.000",NA,"JORN","Precipitation","TFPrecipBucketTips","Soil Plot 1"
"NEON.D14.JORN.DP0.00006.001.01896.002.000.000",NA,"JORN","Precipitation","TFPrecipBucketTips","Soil Plot 2"
"NEON.D14.JORN.DP0.00006.001.01896.004.000.000",NA,"JORN","Precipitation","TFPrecipBucketTips","Soil Plot 4"
"NEON.D14.JORN.DP0.00006.001.01896.005.000.000",NA,"JORN","Precipitation","TFPrecipBucketTips","Soil Plot 5"
"NEON.D14.JORN.DP0.00014.001.01332.000.040.000",1.191,"JORN","Shortwave Radiation (Direct and Diffuse Pyranometer)","rawShortwaveRadiationGlobal","Tower Top"
"NEON.D14.JORN.DP0.00014.001.01333.000.040.000",1.006,"JORN","Shortwave Radiation (Direct and Diffuse Pyranometer)","rawShortwaveRadiationDiffuse","Tower Top"
"NEON.D14.JORN.DP0.00014.001.01334.000.040.000",1.058,"JORN","Shortwave Radiation (Direct and Diffuse Pyranometer)","sunPresence","Tower Top"
"NEON.D14.JORN.DP0.00023.001.01314.000.040.000",0.021,"JORN","Shortwave/Longwave Net Radiation","sensorResistance","Tower Top"
"NEON.D14.JORN.DP0.00023.001.01314.003.000.000",0.033,"JORN","Shortwave/Longwave Net Radiation","sensorResistance","Soil Plot 3"
"NEON.D14.JORN.DP0.00023.001.01315.000.040.000",1.204,"JORN","Shortwave/Longwave Net Radiation","inNetRadPyranometer","Tower Top"
"NEON.D14.JORN.DP0.00023.001.01316.000.040.000",1.18,"JORN","Shortwave/Longwave Net Radiation","outNetRadPyranometer","Tower Top"
"NEON.D14.JORN.DP0.00023.001.01317.000.040.000",-0.294,"JORN","Shortwave/Longwave Net Radiation","inNetRadPyrgeometer","Tower Top"
"NEON.D14.JORN.DP0.00023.001.01317.003.000.000",-0.453,"JORN","Shortwave/Longwave Net Radiation","inNetRadPyrgeometer","Soil Plot 3"
"NEON.D14.JORN.DP0.00023.001.01318.000.040.000",1.732,"JORN","Shortwave/Longwave Net Radiation","outNetRadPyrgeometer","Tower Top"
"NEON.D14.JORN.DP0.00023.001.01318.003.000.000",1.28,"JORN","Shortwave/Longwave Net Radiation","outNetRadPyrgeometer","Soil Plot 3"
"NEON.D14.JORN.DP0.00024.001.01320.000.010.000",1.221,"JORN","Photosynthetically Active Radiation","inPAR","Meas. Level 1"
"NEON.D14.JORN.DP0.00024.001.01320.000.020.000",1.183,"JORN","Photosynthetically Active Radiation","inPAR","Meas. Level 2"
"NEON.D14.JORN.DP0.00024.001.01320.000.030.000",1.18,"JORN","Photosynthetically Active Radiation","inPAR","Meas. Level 3"
"NEON.D14.JORN.DP0.00024.001.01320.000.040.000",1.19,"JORN","Photosynthetically Active Radiation","inPAR","Tower Top"
"NEON.D14.JORN.DP0.00024.001.01321.000.040.000",1.161,"JORN","Photosynthetically Active Radiation","outPAR","Tower Top"
"NEON.D14.JORN.DP0.00040.001.01798.001.501.000",4.786,"JORN","Soil heat flux plate","SHFVoltage","Soil Plot 1, depth 1"
"NEON.D14.JORN.DP0.00040.001.01798.003.501.000",3.816,"JORN","Soil heat flux plate","SHFVoltage","Soil Plot 3, depth 1"
"NEON.D14.JORN.DP0.00040.001.01798.005.501.000",2.667,"JORN","Soil heat flux plate","SHFVoltage","Soil Plot 5, depth 1"
"NEON.D14.JORN.DP0.00040.001.01799.001.501.000",NA,"JORN","Soil heat flux plate","SHFCalHeaterFlag","Soil Plot 1, depth 1"
"NEON.D14.JORN.DP0.00040.001.01799.003.501.000",NA,"JORN","Soil heat flux plate","SHFCalHeaterFlag","Soil Plot 3, depth 1"
"NEON.D14.JORN.DP0.00040.001.01799.005.501.000",NA,"JORN","Soil heat flux plate","SHFCalHeaterFlag","Soil Plot 5, depth 1"
"NEON.D14.JORN.DP0.00040.001.01800.001.501.000",7.671,"JORN","Soil heat flux plate","curVoltage","Soil Plot 1, depth 1"
"NEON.D14.JORN.DP0.00040.001.01800.003.501.000",7.679,"JORN","Soil heat flux plate","curVoltage","Soil Plot 3, depth 1"
"NEON.D14.JORN.DP0.00040.001.01800.005.501.000",7.674,"JORN","Soil heat flux plate","curVoltage","Soil Plot 5, depth 1"
"NEON.D14.JORN.DP0.00041.001.01728.001.501.000",0.032,"JORN","Soil temperature","soilPRTResistance","Soil Plot 1, depth 1"
"NEON.D14.JORN.DP0.00041.001.01728.001.502.000",0.023,"JORN","Soil temperature","soilPRTResistance","Soil Plot 1, depth 2"
"NEON.D14.JORN.DP0.00041.001.01728.001.503.000",0.089,"JORN","Soil temperature","soilPRTResistance","Soil Plot 1, depth 3"
"NEON.D14.JORN.DP0.00041.001.01728.001.504.000",3.121,"JORN","Soil temperature","soilPRTResistance","Soil Plot 1, depth 4"
"NEON.D14.JORN.DP0.00041.001.01728.001.505.000",0,"JORN","Soil temperature","soilPRTResistance","Soil Plot 1, depth 5"
"NEON.D14.JORN.DP0.00041.001.01728.001.506.000",0.994,"JORN","Soil temperature","soilPRTResistance","Soil Plot 1, depth 6"
"NEON.D14.JORN.DP0.00041.001.01728.001.507.000",0,"JORN","Soil temperature","soilPRTResistance","Soil Plot 1, depth 7"
"NEON.D14.JORN.DP0.00041.001.01728.001.508.000",0,"JORN","Soil temperature","soilPRTResistance","Soil Plot 1, depth 8"
"NEON.D14.JORN.DP0.00041.001.01728.001.509.000",0,"JORN","Soil temperature","soilPRTResistance","Soil Plot 1, depth 9"
"NEON.D14.JORN.DP0.00041.001.01728.002.501.000",0.026,"JORN","Soil temperature","soilPRTResistance","Soil Plot 2, depth 1"
"NEON.D14.JORN.DP0.00041.001.01728.002.502.000",0.018,"JORN","Soil temperature","soilPRTResistance","Soil Plot 2, depth 2"
"NEON.D14.JORN.DP0.00041.001.01728.002.503.000",4.734,"JORN","Soil temperature","soilPRTResistance","Soil Plot 2, depth 3"
"NEON.D14.JORN.DP0.00041.001.01728.002.504.000",4.887,"JORN","Soil temperature","soilPRTResistance","Soil Plot 2, depth 4"
"NEON.D14.JORN.DP0.00041.001.01728.002.505.000",NA,"JORN","Soil temperature","soilPRTResistance","Soil Plot 2, depth 5"
"NEON.D14.JORN.DP0.00041.001.01728.002.506.000",0.562,"JORN","Soil temperature","soilPRTResistance","Soil Plot 2, depth 6"
"NEON.D14.JORN.DP0.00041.001.01728.002.507.000",NA,"JORN","Soil temperature","soilPRTResistance","Soil Plot 2, depth 7"
"NEON.D14.JORN.DP0.00041.001.01728.002.508.000",0,"JORN","Soil temperature","soilPRTResistance","Soil Plot 2, depth 8"
"NEON.D14.JORN.DP0.00041.001.01728.002.509.000",0,"JORN","Soil temperature","soilPRTResistance","Soil Plot 2, depth 9"
"NEON.D14.JORN.DP0.00041.001.01728.003.501.000",0.028,"JORN","Soil temperature","soilPRTResistance","Soil Plot 3, depth 1"
"NEON.D14.JORN.DP0.00041.001.01728.003.502.000",NA,"JORN","Soil temperature","soilPRTResistance","Soil Plot 3, depth 2"
"NEON.D14.JORN.DP0.00041.001.01728.003.503.000",4.41,"JORN","Soil temperature","soilPRTResistance","Soil Plot 3, depth 3"
"NEON.D14.JORN.DP0.00041.001.01728.003.504.000",4.697,"JORN","Soil temperature","soilPRTResistance","Soil Plot 3, depth 4"
"NEON.D14.JORN.DP0.00041.001.01728.003.505.000",NA,"JORN","Soil temperature","soilPRTResistance","Soil Plot 3, depth 5"
"NEON.D14.JORN.DP0.00041.001.01728.003.506.000",NA,"JORN","Soil temperature","soilPRTResistance","Soil Plot 3, depth 6"
"NEON.D14.JORN.DP0.00041.001.01728.003.507.000",0,"JORN","Soil temperature","soilPRTResistance","Soil Plot 3, depth 7"
"NEON.D14.JORN.DP0.00041.001.01728.003.508.000",NA,"JORN","Soil temperature","soilPRTResistance","Soil Plot 3, depth 8"
"NEON.D14.JORN.DP0.00041.001.01728.003.509.000",3.063,"JORN","Soil temperature","soilPRTResistance","Soil Plot 3, depth 9"
"NEON.D14.JORN.DP0.00041.001.01728.004.501.000",0.024,"JORN","Soil temperature","soilPRTResistance","Soil Plot 4, depth 1"
"NEON.D14.JORN.DP0.00041.001.01728.004.502.000",0.017,"JORN","Soil temperature","soilPRTResistance","Soil Plot 4, depth 2"
"NEON.D14.JORN.DP0.00041.001.01728.004.503.000",0.006,"JORN","Soil temperature","soilPRTResistance","Soil Plot 4, depth 3"
"NEON.D14.JORN.DP0.00041.001.01728.004.504.000",0.03,"JORN","Soil temperature","soilPRTResistance","Soil Plot 4, depth 4"
"NEON.D14.JORN.DP0.00041.001.01728.004.505.000",0.281,"JORN","Soil temperature","soilPRTResistance","Soil Plot 4, depth 5"
"NEON.D14.JORN.DP0.00041.001.01728.004.506.000",0.045,"JORN","Soil temperature","soilPRTResistance","Soil Plot 4, depth 6"
"NEON.D14.JORN.DP0.00041.001.01728.004.507.000",NA,"JORN","Soil temperature","soilPRTResistance","Soil Plot 4, depth 7"
"NEON.D14.JORN.DP0.00041.001.01728.004.508.000",3.234,"JORN","Soil temperature","soilPRTResistance","Soil Plot 4, depth 8"
"NEON.D14.JORN.DP0.00041.001.01728.004.509.000",0.098,"JORN","Soil temperature","soilPRTResistance","Soil Plot 4, depth 9"
"NEON.D14.JORN.DP0.00041.001.01728.005.501.000",0.027,"JORN","Soil temperature","soilPRTResistance","Soil Plot 5, depth 1"
"NEON.D14.JORN.DP0.00041.001.01728.005.502.000",0.02,"JORN","Soil temperature","soilPRTResistance","Soil Plot 5, depth 2"
"NEON.D14.JORN.DP0.00041.001.01728.005.503.000",1.325,"JORN","Soil temperature","soilPRTResistance","Soil Plot 5, depth 3"
"NEON.D14.JORN.DP0.00041.001.01728.005.504.000",0.004,"JORN","Soil temperature","soilPRTResistance","Soil Plot 5, depth 4"
"NEON.D14.JORN.DP0.00041.001.01728.005.505.000",NA,"JORN","Soil temperature","soilPRTResistance","Soil Plot 5, depth 5"
"NEON.D14.JORN.DP0.00041.001.01728.005.506.000",NA,"JORN","Soil temperature","soilPRTResistance","Soil Plot 5, depth 6"
"NEON.D14.JORN.DP0.00041.001.01728.005.507.000",3.336,"JORN","Soil temperature","soilPRTResistance","Soil Plot 5, depth 7"
"NEON.D14.JORN.DP0.00041.001.01728.005.508.000",3.493,"JORN","Soil temperature","soilPRTResistance","Soil Plot 5, depth 8"
"NEON.D14.JORN.DP0.00041.001.01728.005.509.000",3.117,"JORN","Soil temperature","soilPRTResistance","Soil Plot 5, depth 9"
"NEON.D14.JORN.DP0.00066.001.01329.001.000.000",1.268,"JORN","Photosynthetically active radiation (Quantum Line)","linePAR","Soil Plot 1"
"NEON.D14.JORN.DP0.00066.001.01329.003.000.000",1.236,"JORN","Photosynthetically active radiation (Quantum Line)","linePAR","Soil Plot 3"
"NEON.D14.JORN.DP0.00066.001.01329.005.000.000",1.332,"JORN","Photosynthetically active radiation (Quantum Line)","linePAR","Soil Plot 5"
"NEON.D14.JORN.DP0.00094.001.02081.001.501.000",0.047,"JORN","Soil water and salinity","rawVSWC0","Soil Plot 1, depth 1"
"NEON.D14.JORN.DP0.00094.001.02081.002.501.000",0.033,"JORN","Soil water and salinity","rawVSWC0","Soil Plot 2, depth 1"
"NEON.D14.JORN.DP0.00094.001.02081.003.501.000",0.04,"JORN","Soil water and salinity","rawVSWC0","Soil Plot 3, depth 1"
"NEON.D14.JORN.DP0.00094.001.02081.004.501.000",0.034,"JORN","Soil water and salinity","rawVSWC0","Soil Plot 4, depth 1"
"NEON.D14.JORN.DP0.00094.001.02081.005.501.000",0.043,"JORN","Soil water and salinity","rawVSWC0","Soil Plot 5, depth 1"
"NEON.D14.JORN.DP0.00094.001.02082.001.501.000",0.113,"JORN","Soil water and salinity","rawVSIC0","Soil Plot 1, depth 1"
"NEON.D14.JORN.DP0.00094.001.02082.002.501.000",0.071,"JORN","Soil water and salinity","rawVSIC0","Soil Plot 2, depth 1"
"NEON.D14.JORN.DP0.00094.001.02082.003.501.000",0.098,"JORN","Soil water and salinity","rawVSIC0","Soil Plot 3, depth 1"
"NEON.D14.JORN.DP0.00094.001.02082.004.501.000",0.068,"JORN","Soil water and salinity","rawVSIC0","Soil Plot 4, depth 1"
"NEON.D14.JORN.DP0.00094.001.02082.005.501.000",0.08,"JORN","Soil water and salinity","rawVSIC0","Soil Plot 5, depth 1"
"NEON.D14.JORN.DP0.00094.001.02083.001.501.000",0.026,"JORN","Soil water and salinity","rawVSWC1","Soil Plot 1, depth 2"
"NEON.D14.JORN.DP0.00094.001.02083.002.501.000",0.022,"JORN","Soil water and salinity","rawVSWC1","Soil Plot 2, depth 2"
"NEON.D14.JORN.DP0.00094.001.02083.003.501.000",0.025,"JORN","Soil water and salinity","rawVSWC1","Soil Plot 3, depth 2"
"NEON.D14.JORN.DP0.00094.001.02083.004.501.000",0.016,"JORN","Soil water and salinity","rawVSWC1","Soil Plot 4, depth 2"
"NEON.D14.JORN.DP0.00094.001.02083.005.501.000",0.028,"JORN","Soil water and salinity","rawVSWC1","Soil Plot 5, depth 2"
"NEON.D14.JORN.DP0.00094.001.02084.001.501.000",0.03,"JORN","Soil water and salinity","rawVSIC1","Soil Plot 1, depth 2"
"NEON.D14.JORN.DP0.00094.001.02084.002.501.000",0.026,"JORN","Soil water and salinity","rawVSIC1","Soil Plot 2, depth 2"
"NEON.D14.JORN.DP0.00094.001.02084.003.501.000",0.037,"JORN","Soil water and salinity","rawVSIC1","Soil Plot 3, depth 2"
"NEON.D14.JORN.DP0.00094.001.02084.004.501.000",0.02,"JORN","Soil water and salinity","rawVSIC1","Soil Plot 4, depth 2"
"NEON.D14.JORN.DP0.00094.001.02084.005.501.000",0.05,"JORN","Soil water and salinity","rawVSIC1","Soil Plot 5, depth 2"
"NEON.D14.JORN.DP0.00094.001.02085.001.501.000",0.01,"JORN","Soil water and salinity","rawVSWC2","Soil Plot 1, depth 3"
"NEON.D14.JORN.DP0.00094.001.02085.002.501.000",0.013,"JORN","Soil water and salinity","rawVSWC2","Soil Plot 2, depth 3"
"NEON.D14.JORN.DP0.00094.001.02085.003.501.000",0.014,"JORN","Soil water and salinity","rawVSWC2","Soil Plot 3, depth 3"
"NEON.D14.JORN.DP0.00094.001.02085.004.501.000",0.007,"JORN","Soil water and salinity","rawVSWC2","Soil Plot 4, depth 3"
"NEON.D14.JORN.DP0.00094.001.02085.005.501.000",0.017,"JORN","Soil water and salinity","rawVSWC2","Soil Plot 5, depth 3"
"NEON.D14.JORN.DP0.00094.001.02086.001.501.000",0.004,"JORN","Soil water and salinity","rawVSIC2","Soil Plot 1, depth 3"
"NEON.D14.JORN.DP0.00094.001.02086.002.501.000",0.004,"JORN","Soil water and salinity","rawVSIC2","Soil Plot 2, depth 3"
"NEON.D14.JORN.DP0.00094.001.02086.003.501.000",0.012,"JORN","Soil water and salinity","rawVSIC2","Soil Plot 3, depth 3"
"NEON.D14.JORN.DP0.00094.001.02086.004.501.000",0.005,"JORN","Soil water and salinity","rawVSIC2","Soil Plot 4, depth 3"
"NEON.D14.JORN.DP0.00094.001.02086.005.501.000",0.02,"JORN","Soil water and salinity","rawVSIC2","Soil Plot 5, depth 3"
"NEON.D14.JORN.DP0.00094.001.02087.001.501.000",0.001,"JORN","Soil water and salinity","rawVSWC3","Soil Plot 1, depth 4"
"NEON.D14.JORN.DP0.00094.001.02087.002.501.000",0.003,"JORN","Soil water and salinity","rawVSWC3","Soil Plot 2, depth 4"
"NEON.D14.JORN.DP0.00094.001.02087.003.501.000",0.001,"JORN","Soil water and salinity","rawVSWC3","Soil Plot 3, depth 4"
"NEON.D14.JORN.DP0.00094.001.02087.004.501.000",0.019,"JORN","Soil water and salinity","rawVSWC3","Soil Plot 4, depth 4"
"NEON.D14.JORN.DP0.00094.001.02087.005.501.000",0.001,"JORN","Soil water and salinity","rawVSWC3","Soil Plot 5, depth 4"
"NEON.D14.JORN.DP0.00094.001.02088.001.501.000",0.001,"JORN","Soil water and salinity","rawVSIC3","Soil Plot 1, depth 4"
"NEON.D14.JORN.DP0.00094.001.02088.002.501.000",0.001,"JORN","Soil water and salinity","rawVSIC3","Soil Plot 2, depth 4"
"NEON.D14.JORN.DP0.00094.001.02088.003.501.000",0.001,"JORN","Soil water and salinity","rawVSIC3","Soil Plot 3, depth 4"
"NEON.D14.JORN.DP0.00094.001.02088.004.501.000",0.008,"JORN","Soil water and salinity","rawVSIC3","Soil Plot 4, depth 4"
"NEON.D14.JORN.DP0.00094.001.02088.005.501.000",0.001,"JORN","Soil water and salinity","rawVSIC3","Soil Plot 5, depth 4"
"NEON.D14.JORN.DP0.00094.001.02089.001.501.000",0.001,"JORN","Soil water and salinity","rawVSWC4","Soil Plot 1, depth 5"
"NEON.D14.JORN.DP0.00094.001.02089.002.501.000",0.001,"JORN","Soil water and salinity","rawVSWC4","Soil Plot 2, depth 5"
"NEON.D14.JORN.DP0.00094.001.02089.003.501.000",0.005,"JORN","Soil water and salinity","rawVSWC4","Soil Plot 3, depth 5"
"NEON.D14.JORN.DP0.00094.001.02089.004.501.000",0.001,"JORN","Soil water and salinity","rawVSWC4","Soil Plot 4, depth 5"
"NEON.D14.JORN.DP0.00094.001.02089.005.501.000",0,"JORN","Soil water and salinity","rawVSWC4","Soil Plot 5, depth 5"
"NEON.D14.JORN.DP0.00094.001.02090.001.501.000",0.003,"JORN","Soil water and salinity","rawVSIC4","Soil Plot 1, depth 5"
"NEON.D14.JORN.DP0.00094.001.02090.002.501.000",0.001,"JORN","Soil water and salinity","rawVSIC4","Soil Plot 2, depth 5"
"NEON.D14.JORN.DP0.00094.001.02090.003.501.000",0.004,"JORN","Soil water and salinity","rawVSIC4","Soil Plot 3, depth 5"
"NEON.D14.JORN.DP0.00094.001.02090.004.501.000",0,"JORN","Soil water and salinity","rawVSIC4","Soil Plot 4, depth 5"
"NEON.D14.JORN.DP0.00094.001.02090.005.501.000",0.002,"JORN","Soil water and salinity","rawVSIC4","Soil Plot 5, depth 5"
"NEON.D14.JORN.DP0.00094.001.02091.001.501.000",0,"JORN","Soil water and salinity","rawVSWC5","Soil Plot 1, depth 6"
"NEON.D14.JORN.DP0.00094.001.02091.002.501.000",0,"JORN","Soil water and salinity","rawVSWC5","Soil Plot 2, depth 6"
"NEON.D14.JORN.DP0.00094.001.02091.003.501.000",0,"JORN","Soil water and salinity","rawVSWC5","Soil Plot 3, depth 6"
"NEON.D14.JORN.DP0.00094.001.02091.004.501.000",0.001,"JORN","Soil water and salinity","rawVSWC5","Soil Plot 4, depth 6"
"NEON.D14.JORN.DP0.00094.001.02091.005.501.000",0,"JORN","Soil water and salinity","rawVSWC5","Soil Plot 5, depth 6"
"NEON.D14.JORN.DP0.00094.001.02092.001.501.000",0.004,"JORN","Soil water and salinity","rawVSIC5","Soil Plot 1, depth 6"
"NEON.D14.JORN.DP0.00094.001.02092.002.501.000",0.001,"JORN","Soil water and salinity","rawVSIC5","Soil Plot 2, depth 6"
"NEON.D14.JORN.DP0.00094.001.02092.003.501.000",0.001,"JORN","Soil water and salinity","rawVSIC5","Soil Plot 3, depth 6"
"NEON.D14.JORN.DP0.00094.001.02092.004.501.000",0.001,"JORN","Soil water and salinity","rawVSIC5","Soil Plot 4, depth 6"
"NEON.D14.JORN.DP0.00094.001.02092.005.501.000",0.001,"JORN","Soil water and salinity","rawVSIC5","Soil Plot 5, depth 6"
"NEON.D14.JORN.DP0.00094.001.02093.001.501.000",0,"JORN","Soil water and salinity","rawVSWC6","Soil Plot 1, depth 7"
"NEON.D14.JORN.DP0.00094.001.02093.002.501.000",0.001,"JORN","Soil water and salinity","rawVSWC6","Soil Plot 2, depth 7"
"NEON.D14.JORN.DP0.00094.001.02093.003.501.000",0.002,"JORN","Soil water and salinity","rawVSWC6","Soil Plot 3, depth 7"
"NEON.D14.JORN.DP0.00094.001.02093.004.501.000",0,"JORN","Soil water and salinity","rawVSWC6","Soil Plot 4, depth 7"
"NEON.D14.JORN.DP0.00094.001.02093.005.501.000",0.001,"JORN","Soil water and salinity","rawVSWC6","Soil Plot 5, depth 7"
"NEON.D14.JORN.DP0.00094.001.02094.001.501.000",0.005,"JORN","Soil water and salinity","rawVSIC6","Soil Plot 1, depth 7"
"NEON.D14.JORN.DP0.00094.001.02094.002.501.000",0.001,"JORN","Soil water and salinity","rawVSIC6","Soil Plot 2, depth 7"
"NEON.D14.JORN.DP0.00094.001.02094.003.501.000",0.001,"JORN","Soil water and salinity","rawVSIC6","Soil Plot 3, depth 7"
"NEON.D14.JORN.DP0.00094.001.02094.004.501.000",0.074,"JORN","Soil water and salinity","rawVSIC6","Soil Plot 4, depth 7"
"NEON.D14.JORN.DP0.00094.001.02094.005.501.000",0.001,"JORN","Soil water and salinity","rawVSIC6","Soil Plot 5, depth 7"
"NEON.D14.JORN.DP0.00094.001.02095.001.501.000",0.002,"JORN","Soil water and salinity","rawVSWC7","Soil Plot 1, depth 8"
"NEON.D14.JORN.DP0.00094.001.02095.002.501.000",0.002,"JORN","Soil water and salinity","rawVSWC7","Soil Plot 2, depth 8"
"NEON.D14.JORN.DP0.00094.001.02095.003.501.000",0,"JORN","Soil water and salinity","rawVSWC7","Soil Plot 3, depth 8"
"NEON.D14.JORN.DP0.00094.001.02095.004.501.000",0.001,"JORN","Soil water and salinity","rawVSWC7","Soil Plot 4, depth 8"
"NEON.D14.JORN.DP0.00094.001.02095.005.501.000",0,"JORN","Soil water and salinity","rawVSWC7","Soil Plot 5, depth 8"
"NEON.D14.JORN.DP0.00094.001.02096.001.501.000",0.002,"JORN","Soil water and salinity","rawVSIC7","Soil Plot 1, depth 8"
"NEON.D14.JORN.DP0.00094.001.02096.002.501.000",0.002,"JORN","Soil water and salinity","rawVSIC7","Soil Plot 2, depth 8"
"NEON.D14.JORN.DP0.00094.001.02096.003.501.000",0.003,"JORN","Soil water and salinity","rawVSIC7","Soil Plot 3, depth 8"
